Nacionalidad;Provincias;Sexo;Ano;Total
TOTAL EXTRANJEROS;43 Tarragona;Ambos sexos;2003;50.892
TOTAL EXTRANJEROS;43 Tarragona;Ambos sexos;2002;35.349
TOTAL EXTRANJEROS;43 Tarragona;Ambos sexos;2001;23.731
TOTAL EXTRANJEROS;43 Tarragona;Ambos sexos;2000;15.831
TOTAL EXTRANJEROS;43 Tarragona;Ambos sexos;1999;12.051
TOTAL EXTRANJEROS;43 Tarragona;Ambos sexos;1996;10.496
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2023;15.604
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2021;15.239
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2020;14.756
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2019;13.845
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2018;13.523
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2017;13.414
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2016;13.878
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2015;14.702
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2014;15.515
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2013;17.293
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2012;17.798
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2011;17.573
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2010;17.634
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2009;18.369
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2008;17.043
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2007;13.858
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2006;11.414
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2005;9.756
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2004;7.428
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2003;6.016
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2002;3.526
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2001;1.621
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;2000;893
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;1999;648
TOTAL EXTRANJEROS;44 Teruel;Ambos sexos;1996;611
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2023;74.362
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2021;73.000
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2020;71.967
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2019;65.226
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2018;60.472
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2017;59.626
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2016;62.087
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2015;65.605
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2014;72.233
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2013;81.163
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2012;86.704
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2011;85.423
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2010;83.975
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2009;83.260
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2008;74.826
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2007;57.920
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2006;46.243
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2005;40.564
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2004;32.019
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2003;26.106
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2002;17.871
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2001;11.281
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;2000;6.171
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;1999;4.916
TOTAL EXTRANJEROS;45 Toledo;Ambos sexos;1996;4.984
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2023;304.795
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2021;289.048
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2020;288.521
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2019;263.848
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2018;246.676
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2017;237.624
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2016;246.012
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2015;248.717
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2014;260.871
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2013;286.031
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2012;298.804
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2011;302.696
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2010;314.395
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2009;315.145
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2008;294.846
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2007;250.974
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2006;231.084
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2005;194.707
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2004;151.754
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2003;124.088
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2002;84.727
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2001;49.151
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;2000;26.920
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;1999;20.000
TOTAL EXTRANJEROS;46 Valencia/Val�ncia;Ambos sexos;1996;19.553
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2023;29.425
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2021;28.860
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2020;27.322
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2019;24.783
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2018;23.559
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2017;22.987
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2016;24.343
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2015;25.325
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2014;27.860
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2013;31.789
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2012;32.947
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2011;33.257
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2010;32.656
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2009;32.288
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2008;29.674
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2007;23.087
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2006;20.793
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2005;18.080
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2004;14.139
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2003;11.325
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2002;7.178
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2001;3.230
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;2000;1.953
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;1999;1.612
TOTAL EXTRANJEROS;47 Valladolid;Ambos sexos;1996;1.522
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2023;6.342
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2021;6.246
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2020;6.097
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2019;5.782
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2018;5.728
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2017;5.871
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2016;6.372
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2015;6.786
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2014;7.163
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2013;8.105
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2012;8.803
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2011;8.406
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2010;8.041
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2009;7.992
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2008;7.669
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2007;5.727
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2006;4.688
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2005;3.717
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2004;2.623
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2003;2.102
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2002;1.553
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2001;1.195
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;2000;963
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;1999;961
TOTAL EXTRANJEROS;49 Zamora;Ambos sexos;1996;914
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2023;119.367
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2021;118.286
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2020;119.467
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2019;110.378
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2018;99.979
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2017;97.290
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2016;95.719
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2015;101.611
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2014;108.279
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2013;128.865
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2012;127.473
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2011;125.813
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2010;127.642
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2009;126.440
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2008;113.486
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2007;91.126
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2006;76.847
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2005;71.960
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2004;58.212
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2003;46.202
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2002;33.844
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2001;19.874
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;2000;9.008
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;1999;6.831
TOTAL EXTRANJEROS;50 Zaragoza;Ambos sexos;1996;5.984
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2023;4.910
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2021;5.367
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2020;5.705
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2019;5.792
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2018;5.842
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2017;5.643
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2016;5.433
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2015;5.149
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2014;5.536
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2013;5.668
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2012;5.812
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2011;4.928
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2010;3.995
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2009;3.550
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2008;3.124
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2007;3.016
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2006;3.078
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2005;3.037
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2004;2.863
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2003;3.203
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2002;3.334
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2001;3.281
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;2000;3.050
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;1999;3.093
TOTAL EXTRANJEROS;51 Ceuta;Ambos sexos;1996;3.114
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2023;11.675
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2021;12.611
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2020;13.363
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2019;13.266
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2018;13.501
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2017;13.355
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2016;13.320
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2015;12.944
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2014;12.702
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2013;12.611
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2012;11.264
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2011;10.033
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2010;8.873
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2009;7.597
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2008;6.472
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2007;5.327
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2006;3.982
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2005;2.891
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2004;5.874
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2003;6.333
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2002;6.425
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2001;6.561
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;2000;4.803
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;1999;1.447
TOTAL EXTRANJEROS;52 Melilla;Ambos sexos;1996;2.460
