Provincias;Edad (grupos quinquenales);Espanoles/Extranjeros;Sexo;Ano;Total
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;2005;543.432
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;2004;527.345
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;2003;518.239
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;2002;501.237
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;2001;485.173
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;2000;474.385
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;1999;467.895
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Ambos sexos;1998;461.712
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2022;297.522
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2021;295.649
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2020;294.791
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2019;291.885
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2018;290.539
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2017;290.003
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2016;291.443
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2015;292.607
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2014;294.704
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2013;300.707
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2012;301.637
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2011;301.489
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2010;300.784
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2009;298.841
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2008;295.086
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2007;285.203
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2006;278.421
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2005;270.718
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2004;263.246
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2003;258.802
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2002;250.827
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2001;244.030
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;2000;239.315
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;1999;236.317
12 Castell�n/Castell�;TOTAL EDADES;TOTAL;Mujeres;1998;233.481
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2022;490.806
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2021;492.591
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2020;495.045
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2019;495.761
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2018;499.100
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2017;502.578
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2016;506.888
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2015;513.713
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2014;519.613
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2013;524.962
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2012;530.250
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2011;530.175
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2010;529.453
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2009;527.273
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2008;522.343
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2007;510.122
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2006;506.864
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2005;500.060
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2004;492.914
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2003;487.670
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2002;484.338
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2001;478.581
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;2000;476.633
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;1999;479.087
13 Ciudad Real;TOTAL EDADES;TOTAL;Ambos sexos;1998;479.474
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2022;247.888
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2021;248.828
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2020;250.203
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2019;250.884
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2018;252.444
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2017;254.250
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2016;256.041
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2015;259.142
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2014;261.695
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2013;264.074
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2012;266.183
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2011;266.097
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2010;265.355
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2009;264.235
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2008;261.694
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2007;256.649
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2006;255.299
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2005;252.265
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2004;249.216
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2003;247.067
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2002;245.958
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2001;243.593
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;2000;243.095
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;1999;244.259
13 Ciudad Real;TOTAL EDADES;TOTAL;Mujeres;1998;244.502
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2022;772.464
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2021;776.789
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2020;781.451
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2019;782.979
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2018;785.240
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2017;788.219
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2016;791.610
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2015;795.611
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2014;799.402
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2013;802.422
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2012;804.498
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2011;805.857
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2010;805.108
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2009;803.998
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2008;798.822
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2007;792.182
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2006;788.287
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2005;784.376
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2004;779.870
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2003;775.944
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2002;771.131
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2001;769.625
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;2000;769.237
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;1999;768.676
14 C�rdoba;TOTAL EDADES;TOTAL;Ambos sexos;1998;767.175
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2022;394.171
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2021;396.316
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2020;398.565
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2019;399.189
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2018;400.155
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2017;401.483
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2016;403.140
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2015;405.052
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2014;406.758
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2013;408.233
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2012;409.198
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2011;409.999
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2010;409.538
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2009;408.773
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2008;406.164
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2007;403.009
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2006;401.348
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2005;399.627
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2004;397.657
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2003;395.955
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2002;393.803
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2001;393.114
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;2000;392.929
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;1999;392.439
14 C�rdoba;TOTAL EDADES;TOTAL;Mujeres;1998;391.931
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2022;1.119.180
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.120.134
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.121.815
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.119.596
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2018;1.119.351
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2017;1.120.294
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2016;1.122.799
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2015;1.127.196
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2014;1.132.735
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2013;1.138.161
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2012;1.143.911
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2011;1.147.124
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2010;1.146.458
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2009;1.145.488
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2008;1.139.121
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2007;1.132.792
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2006;1.129.141
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2005;1.126.707
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2004;1.121.344
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2003;1.120.814
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2002;1.111.886
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2001;1.108.002
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;2000;1.108.419
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;1999;1.108.980
15 Coru�a, A;TOTAL EDADES;TOTAL;Ambos sexos;1998;1.106.325
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2022;582.593
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2021;583.130
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2020;584.034
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2019;583.126
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2018;582.714
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2017;582.983
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2016;583.921
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2015;585.904
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2014;588.660
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2013;591.082
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2012;593.902
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2011;595.648
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2010;595.140
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2009;594.647
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2008;591.084
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2007;588.440
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2006;586.881
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2005;585.518
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2004;582.580
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2003;582.345
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2002;577.972
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2001;575.963
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;2000;576.675
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;1999;576.037
15 Coru�a, A;TOTAL EDADES;TOTAL;Mujeres;1998;574.556
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2022;195.215
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2021;195.516
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2020;196.139
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2019;196.329
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2018;197.222
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2017;198.718
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2016;201.071
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2015;203.841
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2014;207.449
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2013;211.899
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2012;218.036
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2011;219.138
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2010;217.716
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2009;217.363
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2008;215.274
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2007;211.375
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2006;208.616
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2005;207.974
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2004;204.546
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2003;202.982
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2002;201.614
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2001;201.526
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;2000;201.053
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;1999;200.963
16 Cuenca;TOTAL EDADES;TOTAL;Ambos sexos;1998;199.086
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2022;97.186
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2021;97.398
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2020;97.709
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2019;97.787
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2018;98.223
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2017;98.897
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2016;99.974
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2015;101.258
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2014;102.863
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2013;104.788
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2012;107.576
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2011;108.086
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2010;107.332
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2009;107.081
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2008;106.216
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2007;104.742
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2006;103.548
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2005;103.062
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2004;101.599
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2003;100.942
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2002;100.566
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2001;100.896
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;2000;100.927
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;1999;100.875
16 Cuenca;TOTAL EDADES;TOTAL;Mujeres;1998;100.055
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2022;724.418
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2021;726.033
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2020;727.121
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2019;723.576
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2018;720.592
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2017;719.282
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2016;717.832
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2015;716.834
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2014;715.148
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2013;713.818
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2012;712.097
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2011;709.607
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2010;707.263
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2009;705.698
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2008;701.056
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2007;694.944
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2006;691.895
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2005;688.708
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2004;686.513
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2003;684.416
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2002;682.977
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2001;680.069
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;2000;679.370
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;1999;677.275
20 Gipuzkoa;TOTAL EDADES;TOTAL;Ambos sexos;1998;676.439
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2022;370.451
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2021;371.316
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2020;371.991
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2019;370.213
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2018;368.896
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2017;368.020
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2016;366.834
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2015;366.035
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2014;365.134
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2013;364.267
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2012;363.442
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2011;361.954
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2010;360.236
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2009;358.878
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2008;356.377
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2007;353.544
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2006;351.844
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2005;350.103
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2004;348.961
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2003;348.007
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2002;347.307
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2001;346.058
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;2000;345.868
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;1999;344.577
20 Gipuzkoa;TOTAL EDADES;TOTAL;Mujeres;1998;344.635
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2022;793.478
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2021;786.596
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2020;781.788
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2019;771.044
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2018;761.947
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2017;755.716
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2016;753.576
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2015;753.054
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2014;756.156
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2013;761.632
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2012;761.627
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2011;756.810
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2010;753.046
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2009;747.782
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2008;731.864
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2007;706.185
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2006;687.331
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2005;664.506
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2004;636.198
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2003;619.692
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2002;598.112
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2001;579.650
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;2000;565.599
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;1999;553.348
17 Girona;TOTAL EDADES;TOTAL;Ambos sexos;1998;543.191
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2022;396.055
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2021;392.827
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2020;390.605
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2019;385.746
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2018;381.257
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2017;378.101
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2016;376.633
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2015;376.118
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2014;376.981
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2013;378.947
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2012;378.199
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2011;375.362
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2010;372.273
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2009;368.153
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2008;359.598
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2007;348.077
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2006;338.409
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2005;328.300
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2004;316.100
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2003;308.178
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2002;298.455
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2001;290.333
17 Girona;TOTAL EDADES;TOTAL;Mujeres;2000;284.139
17 Girona;TOTAL EDADES;TOTAL;Mujeres;1999;278.482
17 Girona;TOTAL EDADES;TOTAL;Mujeres;1998;273.791
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2022;921.987
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2021;921.338
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2020;919.168
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2019;914.678
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2018;912.075
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2017;912.938
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2016;915.392
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2015;917.297
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2014;919.455
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2013;919.319
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2012;922.928
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2011;924.550
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2010;918.072
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2009;907.428
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2008;901.220
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2007;884.099
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2006;876.184
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2005;860.898
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2004;841.687
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2003;828.107
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2002;818.959
